file_path,file_name,condition,relative_path
cwru_data/CWRU-1/Data/48k_DE/B007_1.mat,B007_1.mat,48k_DE,48k_DE/B007_1.mat
cwru_data/CWRU-1/Data/48k_DE/B007_2.mat,B007_2.mat,48k_DE,48k_DE/B007_2.mat
cwru_data/CWRU-1/Data/48k_DE/B007_3.mat,B007_3.mat,48k_DE,48k_DE/B007_3.mat
cwru_data/CWRU-1/Data/48k_DE/B014_0.mat,B014_0.mat,48k_DE,48k_DE/B014_0.mat
cwru_data/CWRU-1/Data/48k_DE/B014_1.mat,B014_1.mat,48k_DE,48k_DE/B014_1.mat
cwru_data/CWRU-1/Data/48k_DE/B014_2.mat,B014_2.mat,48k_DE,48k_DE/B014_2.mat
cwru_data/CWRU-1/Data/48k_DE/B014_3.mat,B014_3.mat,48k_DE,48k_DE/B014_3.mat
cwru_data/CWRU-1/Data/48k_DE/B021_0.mat,B021_0.mat,48k_DE,48k_DE/B021_0.mat
cwru_data/CWRU-1/Data/48k_DE/B021_1.mat,B021_1.mat,48k_DE,48k_DE/B021_1.mat
cwru_data/CWRU-1/Data/48k_DE/B021_2.mat,B021_2.mat,48k_DE,48k_DE/B021_2.mat
cwru_data/CWRU-1/Data/48k_DE/B021_3.mat,B021_3.mat,48k_DE,48k_DE/B021_3.mat
cwru_data/CWRU-1/Data/48k_DE/IR007_0.mat,IR007_0.mat,48k_DE,48k_DE/IR007_0.mat
cwru_data/CWRU-1/Data/48k_DE/IR007_1.mat,IR007_1.mat,48k_DE,48k_DE/IR007_1.mat
cwru_data/CWRU-1/Data/48k_DE/IR007_2.mat,IR007_2.mat,48k_DE,48k_DE/IR007_2.mat
cwru_data/CWRU-1/Data/48k_DE/IR007_3.mat,IR007_3.mat,48k_DE,48k_DE/IR007_3.mat
cwru_data/CWRU-1/Data/48k_DE/IR014_0.mat,IR014_0.mat,48k_DE,48k_DE/IR014_0.mat
cwru_data/CWRU-1/Data/48k_DE/IR014_1.mat,IR014_1.mat,48k_DE,48k_DE/IR014_1.mat
cwru_data/CWRU-1/Data/48k_DE/IR014_2.mat,IR014_2.mat,48k_DE,48k_DE/IR014_2.mat
cwru_data/CWRU-1/Data/48k_DE/IR014_3.mat,IR014_3.mat,48k_DE,48k_DE/IR014_3.mat
cwru_data/CWRU-1/Data/48k_DE/IR021_0.mat,IR021_0.mat,48k_DE,48k_DE/IR021_0.mat
cwru_data/CWRU-1/Data/48k_DE/IR021_1.mat,IR021_1.mat,48k_DE,48k_DE/IR021_1.mat
cwru_data/CWRU-1/Data/48k_DE/IR021_2.mat,IR021_2.mat,48k_DE,48k_DE/IR021_2.mat
cwru_data/CWRU-1/Data/48k_DE/IR021_3.mat,IR021_3.mat,48k_DE,48k_DE/IR021_3.mat
cwru_data/CWRU-1/Data/Normal/Normal_0.mat,Normal_0.mat,Normal,Normal/Normal_0.mat
cwru_data/CWRU-1/Data/Normal/Normal_1.mat,Normal_1.mat,Normal,Normal/Normal_1.mat
cwru_data/CWRU-1/Data/Normal/Normal_2.mat,Normal_2.mat,Normal,Normal/Normal_2.mat
cwru_data/CWRU-1/Data/Normal/Normal_3.mat,Normal_3.mat,Normal,Normal/Normal_3.mat
